algorithm,seed,timestep,value,metric
MAPPO,0,4480000,2230.3428681511823,avg_latency_ms
MAPPO,0,4490000,2775.18976788461,avg_latency_ms
MAPPO,0,4500000,4932.03759721694,avg_latency_ms
MAPPO,0,4510000,2186.361452688456,avg_latency_ms
MAPPO,0,4520000,2751.7382987576234,avg_latency_ms
MAPPO,0,4530000,3327.4772098379863,avg_latency_ms
MAPPO,0,4540000,3848.045031501405,avg_latency_ms
MAPPO,0,4550000,2736.6993257991644,avg_latency_ms
MAPPO,0,4560000,1650.2587944020183,avg_latency_ms
MAPPO,0,4570000,2234.7413024938346,avg_latency_ms
MAPPO,0,4580000,4405.233681975919,avg_latency_ms
MAPPO,0,4590000,2218.367180062066,avg_latency_ms
MAPPO,0,4600000,2732.3848202025065,avg_latency_ms
MAPPO,0,4610000,2730.670721506209,avg_latency_ms
MAPPO,0,4620000,2816.607189372596,avg_latency_ms
MAPPO,0,4630000,3855.576871703106,avg_latency_ms
MAPPO,0,4640000,2724.859660661328,avg_latency_ms
MAPPO,0,4650000,3267.348721202901,avg_latency_ms
MAPPO,0,4660000,3324.801664209941,avg_latency_ms
MAPPO,0,4670000,5460.158586805928,avg_latency_ms
MAPPO,0,4680000,2196.979330543564,avg_latency_ms
MAPPO,0,4690000,3868.764873131239,avg_latency_ms
MAPPO,0,4700000,3888.633030376187,avg_latency_ms
MAPPO,0,4710000,4442.600794832625,avg_latency_ms
MAPPO,0,4720000,2197.061055816647,avg_latency_ms
MAPPO,0,4730000,3302.446035685093,avg_latency_ms
MAPPO,0,4740000,2199.9084867108177,avg_latency_ms
MAPPO,0,4750000,3293.176398969865,avg_latency_ms
MAPPO,0,4760000,2756.728234997968,avg_latency_ms
