algorithm,seed,timestep,episode_return_mean
MADDPG,2,1401000,-4818.566999642239
MADDPG,2,1406000,-4776.411958337966
MADDPG,2,1411000,-4768.70539374372
MADDPG,2,1416000,-4769.799261700474
MADDPG,2,1421000,-4801.028670103535
MADDPG,2,1426000,-4782.314670354106
MADDPG,2,1431000,-4765.207265867828
MADDPG,2,1436000,-4790.20338363627
MADDPG,2,1441000,-4756.824384736711
MADDPG,2,1446000,-4799.023023465295
MADDPG,2,1451000,-4762.324804216086
MADDPG,2,1456000,-4744.122212693747
MADDPG,2,1461000,-4818.052215772085
MADDPG,2,1466000,-4793.264292350673
MADDPG,2,1471000,-4776.733009418306
MADDPG,2,1476000,-4772.877157065614
MADDPG,2,1481000,-4778.159425237675
MADDPG,2,1486000,-4792.115860819055
MADDPG,2,1491000,-4774.7149901112125
MADDPG,2,1496000,-4824.1917850279815
MADDPG,2,1501000,-4813.508930901338
MADDPG,2,1506000,-4813.462720475041
MADDPG,2,1511000,-4811.043448533043
MADDPG,2,1516000,-4805.73845284575
MADDPG,2,1521000,-4766.652544138706
MADDPG,2,1526000,-4807.571926217302
MADDPG,2,1531000,-4808.080477679945
MADDPG,2,1536000,-4769.535467626572
MADDPG,2,1541000,-4797.295785459088
MADDPG,2,1546000,-4763.2635821153335
MADDPG,2,1551000,-4789.211748727824
MADDPG,2,1556000,-4789.213539392761
MADDPG,2,1561000,-4806.029099636803
MADDPG,2,1566000,-4779.771220555085
MADDPG,2,1571000,-4836.247846470845
MADDPG,2,1576000,-4793.413957753087
MADDPG,2,1581000,-4793.4425084669765
MADDPG,2,1586000,-4778.198296502376
MADDPG,2,1591000,-4809.395089039131
MADDPG,2,1596000,-4773.849850584758
MADDPG,2,1601000,-4786.063238275968
MADDPG,2,1606000,-4862.348060282663
MADDPG,2,1611000,-4790.298086319516
MADDPG,2,1616000,-4759.689596723488
MADDPG,2,1621000,-4783.33870084488
MADDPG,2,1626000,-4816.947235797453
MADDPG,2,1631000,-4750.478690528928
MADDPG,2,1636000,-4814.757888719156
MADDPG,2,1641000,-4808.752105805108
MADDPG,2,1646000,-4828.464355472689
MADDPG,2,1651000,-4777.0872179747375
MADDPG,2,1656000,-4818.24683689047
MADDPG,2,1661000,-4781.1292215897365
MADDPG,2,1666000,-4794.299486089844
MADDPG,2,1671000,-4760.130697093331
MADDPG,2,1676000,-4782.5724305654685
MADDPG,2,1681000,-4807.643539063201
MADDPG,2,1686000,-4808.018878903006
MADDPG,2,1691000,-4785.424939823976
MADDPG,2,1696000,-4859.055397689892
MADDPG,2,1701000,-4786.081712556758
MADDPG,2,1706000,-4780.672877752458
MADDPG,2,1711000,-4765.848738835
MADDPG,2,1716000,-4798.958030963585
MADDPG,2,1721000,-4843.526459671709
MADDPG,2,1726000,-4823.101314605346
MADDPG,2,1731000,-4813.299116522653
MADDPG,2,1736000,-4820.903181841393
MADDPG,2,1741000,-4834.261455844344
MADDPG,2,1746000,-4830.121526359822
MADDPG,2,1751000,-4836.368158256561
MADDPG,2,1756000,-4790.965618966065
MADDPG,2,1761000,-4796.53544726401
MADDPG,2,1766000,-4796.07473131983
MADDPG,2,1771000,-4792.74198569818
MADDPG,2,1776000,-4781.351379511128
MADDPG,2,1781000,-4792.199993657725
MADDPG,2,1786000,-4780.5857565199085
MADDPG,2,1791000,-4805.031174851523
MADDPG,2,1796000,-4826.832685827915
MADDPG,2,1801000,-4822.765453411728
MADDPG,2,1806000,-4795.808875739109
MADDPG,2,1811000,-4776.7387281888
MADDPG,2,1816000,-4772.550556204831
MADDPG,2,1821000,-4792.214072229484
MADDPG,2,1826000,-4798.38638461891
MADDPG,2,1831000,-4838.280048294665
MADDPG,2,1836000,-4793.240419314305
MADDPG,2,1841000,-4818.377930858364
MADDPG,2,1846000,-4775.716062197204
MADDPG,2,1851000,-4800.299755815286
MADDPG,2,1856000,-4781.464579801562
MADDPG,2,1861000,-4797.00029133408
MADDPG,2,1866000,-4785.761917735216
MADDPG,2,1871000,-4772.58931771425
MADDPG,2,1876000,-4796.039417780123
MADDPG,2,1881000,-4755.4593688614905
MADDPG,2,1886000,-4836.46457860428
MADDPG,2,1891000,-4821.013057680947
MADDPG,2,1896000,-4778.033218797935
MADDPG,2,1901000,-4781.379898262532
MADDPG,2,1906000,-4786.975768685467
MADDPG,2,1911000,-4774.156614606283
MADDPG,2,1916000,-4782.848256526477
MADDPG,2,1921000,-4806.30244676066
MADDPG,2,1926000,-4774.348815542564
MADDPG,2,1931000,-4726.480483682712
MADDPG,2,1936000,-4811.2373735800575
MADDPG,2,1941000,-4796.602123918051
MADDPG,2,1946000,-4761.875411957406
MADDPG,2,1951000,-4796.7917003415005
MADDPG,2,1956000,-4782.646205180395
MADDPG,2,1961000,-4786.286822985713
MADDPG,2,1966000,-4825.541381267755
MADDPG,2,1971000,-4787.201184499604
MADDPG,2,1976000,-4812.498611317461
MADDPG,2,1981000,-4770.827846721007
MADDPG,2,1986000,-4793.8887224394575
MADDPG,2,1991000,-4734.018486983468
MADDPG,2,1996000,-4803.456924433004
MADDPG,2,2001000,-4787.334334036315
MADDPG,2,2006000,-4770.8000775635
MADDPG,2,2011000,-4772.91789834319
MADDPG,2,2016000,-4786.7224492815485
MADDPG,2,2021000,-4759.755800122433
MADDPG,2,2026000,-4806.42739186354
MADDPG,2,2031000,-4784.709129404659
MADDPG,2,2036000,-4785.853120120108
MADDPG,2,2041000,-4825.33097630339
MADDPG,2,2046000,-4817.376497570636
MADDPG,2,2051000,-4784.53825719293
MADDPG,2,2056000,-4775.509489933582
MADDPG,2,2061000,-4799.805437280916
MADDPG,2,2066000,-4780.750171552
MADDPG,2,2071000,-4795.724258790352
MADDPG,2,2076000,-4809.289526825283
MADDPG,2,2081000,-4796.23861977355
MADDPG,2,2086000,-4829.452304102546
MADDPG,2,2091000,-4795.03841892892
MADDPG,2,2096000,-4820.004967732731
MADDPG,2,2101000,-4807.268786663791
MADDPG,2,2106000,-4807.6212106055655
MADDPG,2,2111000,-4779.153130284739
MADDPG,2,2116000,-4761.368621818226
MADDPG,2,2121000,-4833.7037081431135
MADDPG,2,2126000,-4809.630060318177
MADDPG,2,2131000,-4804.768320879111
MADDPG,2,2136000,-4826.2772892479725
MADDPG,2,2141000,-4752.780039210373
MADDPG,2,2146000,-4803.05312639388
MADDPG,2,2151000,-4815.843131514244
MADDPG,2,2156000,-4805.104752202104
MADDPG,2,2161000,-4788.948990369886
MADDPG,2,2166000,-4780.521629162246
MADDPG,2,2171000,-4826.768277256509
MADDPG,2,2176000,-4789.3619092306535
MADDPG,2,2181000,-4802.312775977257
MADDPG,2,2186000,-4795.557033571567
MADDPG,2,2191000,-4796.601476743661
MADDPG,2,2196000,-4785.014516556999
MADDPG,2,2201000,-4787.551171604306
MADDPG,2,2206000,-4831.486674884671
MADDPG,2,2211000,-4827.972068340917
MADDPG,2,2216000,-4802.154561181853
MADDPG,2,2221000,-4789.692357774646
MADDPG,2,2226000,-4794.4487175962
MADDPG,2,2231000,-4803.736063871649
MADDPG,2,2236000,-4810.218952473327
MADDPG,2,2241000,-4818.304714075991
MADDPG,2,2246000,-4797.945312588896
MADDPG,2,2251000,-4810.973965683989
MADDPG,2,2256000,-4821.213033240114
MADDPG,2,2261000,-4791.844803836599
MADDPG,2,2266000,-4803.98228388254
MADDPG,2,2271000,-4795.436750252774
MADDPG,2,2276000,-4786.834895386018
MADDPG,2,2281000,-4809.216322778466
MADDPG,2,2286000,-4793.719414409031
MADDPG,2,2291000,-4792.63204586695
MADDPG,2,2296000,-4790.433781339199
MADDPG,2,2301000,-4817.232221143562
MADDPG,2,2306000,-4821.996214645023
MADDPG,2,2311000,-4781.444113171998
MADDPG,2,2316000,-4753.2052249741
MADDPG,2,2321000,-4804.925163669058
MADDPG,2,2326000,-4758.784611421957
MADDPG,2,2331000,-4755.519576291576
MADDPG,2,2336000,-4791.3800939369785
MADDPG,2,2341000,-4756.708658033735
MADDPG,2,2346000,-4792.767959438001
MADDPG,2,2351000,-4813.708185812702
MADDPG,2,2356000,-4806.168095318961
MADDPG,2,2361000,-4831.406278962984
MADDPG,2,2366000,-4775.368900304445
MADDPG,2,2371000,-4793.280753125266
MADDPG,2,2376000,-4830.048325697585
MADDPG,2,2381000,-4796.117935825985
MADDPG,2,2386000,-4820.700892940969
MADDPG,2,2391000,-4787.169490130053
MADDPG,2,2396000,-4787.556911613146
MADDPG,2,2401000,-4779.157101529934
MADDPG,2,2406000,-4823.972844075166
MADDPG,2,2411000,-4767.823367996623
MADDPG,2,2416000,-4819.973215663842
MADDPG,2,2421000,-4751.099478682918
MADDPG,2,2426000,-4728.573157550353
MADDPG,2,2431000,-4822.929738324478
MADDPG,2,2436000,-4791.361035020612
MADDPG,2,2441000,-4812.417704990665
MADDPG,2,2446000,-4775.337821062402
MADDPG,2,2451000,-4787.400194704634
MADDPG,2,2456000,-4824.0247626033415
MADDPG,2,2461000,-4812.748351079448
MADDPG,2,2466000,-4765.106070472937
MADDPG,2,2471000,-4768.106800979647
MADDPG,2,2476000,-4778.121331646754
MADDPG,2,2481000,-4758.987141933619
MADDPG,2,2486000,-4804.775745760293
MADDPG,2,2491000,-4823.836320826572
MADDPG,2,2496000,-4780.678915357576
MADDPG,2,2501000,-4785.227888448286
MADDPG,2,2506000,-4775.897138883945
MADDPG,2,2511000,-4773.922702989835
MADDPG,2,2516000,-4767.697644917756
MADDPG,2,2521000,-4796.834112233658
MADDPG,2,2526000,-4745.712657119749
MADDPG,2,2531000,-4788.730979935321
MADDPG,2,2536000,-4812.6887035303935
MADDPG,2,2541000,-4787.524337061398
MADDPG,2,2546000,-4784.863622958217
MADDPG,2,2551000,-4762.7677768115145
MADDPG,2,2556000,-4748.257221390679
MADDPG,2,2561000,-4779.062061795567
MADDPG,2,2566000,-4779.881126050829
MADDPG,2,2571000,-4747.798579872573
MADDPG,2,2576000,-4817.918969907556
MADDPG,2,2581000,-4799.615244673934
MADDPG,2,2586000,-4798.723652415965
MADDPG,2,2591000,-4816.243161201562
MADDPG,2,2596000,-4819.80605394538
MADDPG,2,2601000,-4838.6090916842495
MADDPG,2,2606000,-4816.92165488723
MADDPG,2,2611000,-4799.320083088332
MADDPG,2,2616000,-4766.353562111518
MADDPG,2,2621000,-4780.686428197332
MADDPG,2,2626000,-4752.755240030652
MADDPG,2,2631000,-4815.638520005276
MADDPG,2,2636000,-4784.418089579516
MADDPG,2,2641000,-4774.544614912206
MADDPG,2,2646000,-4777.489561835994
MADDPG,2,2651000,-4785.548910866885
MADDPG,2,2656000,-4789.90371786769
MADDPG,2,2661000,-4761.143983459546
MADDPG,2,2666000,-4786.880004040697
MADDPG,2,2671000,-4823.61093310263
MADDPG,2,2676000,-4781.268986913495
MADDPG,2,2681000,-4729.137031782593
MADDPG,2,2686000,-4754.892220502793
MADDPG,2,2691000,-4793.490735042269
MADDPG,2,2696000,-4811.061749434153
MADDPG,2,2701000,-4789.038027448745
MADDPG,2,2706000,-4774.314939104594
MADDPG,2,2711000,-4813.486504525238
MADDPG,2,2716000,-4842.893596758308
MADDPG,2,2721000,-4772.996686696027
MADDPG,2,2726000,-4782.034686245534
MADDPG,2,2731000,-4784.985423332356
MADDPG,2,2736000,-4779.439745470188
MADDPG,2,2741000,-4767.273426015304
MADDPG,2,2746000,-4773.759350039947
MADDPG,2,2751000,-4788.588067400279
MADDPG,2,2756000,-4800.340309032809
MADDPG,2,2761000,-4800.83388614615
MADDPG,2,2766000,-4790.883297767776
MADDPG,2,2771000,-4772.878890266062
MADDPG,2,2776000,-4834.364810863178
MADDPG,2,2781000,-4789.010226918089
MADDPG,2,2786000,-4801.742821717258
MADDPG,2,2791000,-4811.329796878311
MADDPG,2,2796000,-4781.226551676818
MADDPG,2,2801000,-4820.257159860059
MADDPG,2,2806000,-4776.178894257151
MADDPG,2,2811000,-4828.895736393544
MADDPG,2,2816000,-4807.531234583847
MADDPG,2,2821000,-4803.695464698649
MADDPG,2,2826000,-4810.700293865411
MADDPG,2,2831000,-4776.302360781247
MADDPG,2,2836000,-4804.189289298323
MADDPG,2,2841000,-4769.482557947957
MADDPG,2,2846000,-4769.379688813374
MADDPG,2,2851000,-4788.363430311954
MADDPG,2,2856000,-4805.755645982523
MADDPG,2,2861000,-4823.030648136052
MADDPG,2,2866000,-4749.625927508532
MADDPG,2,2871000,-4808.117945789049
MADDPG,2,2876000,-4771.144407103977
MADDPG,2,2881000,-4813.149951830656
MADDPG,2,2886000,-4799.208443575517
MADDPG,2,2891000,-4811.48623116394
MADDPG,2,2896000,-4765.918146989933
MADDPG,2,2901000,-4762.068326960662
MADDPG,2,2906000,-4789.869237369731
MADDPG,2,2911000,-4833.826744845918
MADDPG,2,2916000,-4800.102637157176
MADDPG,2,2921000,-4789.816433844128
MADDPG,2,2926000,-4800.9700504592565
MADDPG,2,2931000,-4810.81710493142
MADDPG,2,2936000,-4749.578429556004
MADDPG,2,2941000,-4793.217340595979
MADDPG,2,2946000,-4812.7819671589805
MADDPG,2,2951000,-4795.790790823256
MADDPG,2,2956000,-4840.0448897054175
MADDPG,2,2961000,-4783.05335152623
MADDPG,2,2966000,-4756.592964579545
MADDPG,2,2971000,-4811.462690115583
MADDPG,2,2976000,-4822.087304916882
MADDPG,2,2981000,-4787.71438422681
MADDPG,2,2986000,-4817.164256827657
MADDPG,2,2991000,-4789.923757780025
MADDPG,2,2996000,-4768.044862055066
MADDPG,2,3001000,-4844.76408277102
MADDPG,2,3006000,-4796.213920448
MADDPG,2,3011000,-4797.696202449457
MADDPG,2,3016000,-4799.290498234781
MADDPG,2,3021000,-4803.534109580845
MADDPG,2,3026000,-4787.792918041679
MADDPG,2,3031000,-4822.0248215407455
MADDPG,2,3036000,-4766.2239860071
MADDPG,2,3041000,-4806.831882906449
MADDPG,2,3046000,-4810.501204142702
MADDPG,2,3051000,-4771.5405427392025
MADDPG,2,3056000,-4785.336564642207
MADDPG,2,3061000,-4801.116584001095
MADDPG,2,3066000,-4773.523981379191
MADDPG,2,3071000,-4787.231670698052
MADDPG,2,3076000,-4774.426959881471
MADDPG,2,3081000,-4800.818351331595
MADDPG,2,3086000,-4814.957309303365
MADDPG,2,3091000,-4769.2364695012975
MADDPG,2,3096000,-4798.818098179371
MADDPG,2,3101000,-4794.7265016231295
MADDPG,2,3106000,-4808.95975288971
MADDPG,2,3111000,-4762.509596255043
MADDPG,2,3116000,-4783.619851973727
MADDPG,2,3121000,-4776.369792356846
MADDPG,2,3126000,-4769.850024369697
MADDPG,2,3131000,-4809.620504514992
MADDPG,2,3136000,-4733.217094905684
MADDPG,2,3141000,-4806.494360438729
MADDPG,2,3146000,-4785.677182841649
MADDPG,2,3151000,-4776.891651675908
MADDPG,2,3156000,-4763.722195474993
MADDPG,2,3161000,-4825.97684386013
MADDPG,2,3166000,-4774.430018442175
MADDPG,2,3171000,-4762.693446267319
MADDPG,2,3176000,-4787.946119488713
MADDPG,2,3181000,-4818.423818880013
MADDPG,2,3186000,-4795.408116994115
MADDPG,2,3191000,-4835.664257453747
MADDPG,2,3196000,-4804.870741854331
MADDPG,2,3201000,-4814.599580670087
MADDPG,2,3206000,-4828.732117047289
MADDPG,2,3211000,-4822.23118261002
MADDPG,2,3216000,-4783.412741453511
MADDPG,2,3221000,-4803.794215702325
MADDPG,2,3226000,-4809.269775652502
MADDPG,2,3231000,-4787.570315129954
MADDPG,2,3236000,-4772.07937930387
MADDPG,2,3241000,-4773.685454552965
MADDPG,2,3246000,-4783.438043294603
MADDPG,2,3251000,-4832.443405972241
MADDPG,2,3256000,-4764.352652768575
MADDPG,2,3261000,-4782.524983910786
MADDPG,2,3266000,-4786.963535895076
MADDPG,2,3271000,-4792.447072202487
MADDPG,2,3276000,-4769.833674887822
MADDPG,2,3281000,-4791.971458487189
MADDPG,2,3286000,-4805.672196035144
MADDPG,2,3291000,-4788.51194460743
MADDPG,2,3296000,-4803.871100379787
MADDPG,2,3301000,-4768.645173069062
MADDPG,2,3306000,-4789.501315530979
MADDPG,2,3311000,-4769.215220507176
MADDPG,2,3316000,-4757.687610163493
MADDPG,2,3321000,-4765.021047533361
MADDPG,2,3326000,-4782.690286317553
MADDPG,2,3331000,-4788.829477322878
MADDPG,2,3336000,-4810.887067192518
MADDPG,2,3341000,-4777.9022902590505
MADDPG,2,3346000,-4783.788171268829
MADDPG,2,3351000,-4763.599599074776
MADDPG,2,3356000,-4791.740233751966
MADDPG,2,3361000,-4803.466779731876
MADDPG,2,3366000,-4797.020650662716
MADDPG,2,3371000,-4781.658757552654
MADDPG,2,3376000,-4773.787705967091
MADDPG,2,3381000,-4774.5739526077605
MADDPG,2,3386000,-4798.49053676379
MADDPG,2,3391000,-4785.100360627326
MADDPG,2,3396000,-4793.649436829512
MADDPG,2,3401000,-4772.520725653261
MADDPG,2,3406000,-4790.256368993419
MADDPG,2,3411000,-4833.281042127843
MADDPG,2,3416000,-4807.25838581346
MADDPG,2,3421000,-4800.295571113206
MADDPG,2,3426000,-4788.798102485362
MADDPG,2,3431000,-4807.760372151568
MADDPG,2,3436000,-4804.362774365941
MADDPG,2,3441000,-4790.268126762398
MADDPG,2,3446000,-4786.264909622732
MADDPG,2,3451000,-4781.985442951902
MADDPG,2,3456000,-4772.976102317903
MADDPG,2,3461000,-4776.613107647384
MADDPG,2,3466000,-4764.377619529813
MADDPG,2,3471000,-4826.977429761249
MADDPG,2,3476000,-4816.359332857949
MADDPG,2,3481000,-4775.304930316276
MADDPG,2,3486000,-4773.237940795732
MADDPG,2,3491000,-4793.7624337341485
MADDPG,2,3496000,-4774.50829412215
MADDPG,2,3501000,-4772.401579532662
MADDPG,2,3506000,-4805.125877801683
MADDPG,2,3511000,-4759.135832398279
MADDPG,2,3516000,-4846.984565148032
MADDPG,2,3521000,-4816.766346118027
MADDPG,2,3526000,-4795.07472811445
MADDPG,2,3531000,-4801.880724865175
MADDPG,2,3536000,-4795.320584205361
MADDPG,2,3541000,-4809.895872157458
MADDPG,2,3546000,-4782.228130857574
MADDPG,2,3551000,-4783.265398062825
MADDPG,2,3556000,-4808.2498169371365
MADDPG,2,3561000,-4820.774697140928
MADDPG,2,3566000,-4763.595017613498
MADDPG,2,3571000,-4805.717778840982
MADDPG,2,3576000,-4745.662565534398
MADDPG,2,3581000,-4845.541986981704
MADDPG,2,3586000,-4803.080003426593
MADDPG,2,3591000,-4792.382553327603
MADDPG,2,3596000,-4800.677031986918
MADDPG,2,3601000,-4788.75996917791
MADDPG,2,3606000,-4757.867607798942
MADDPG,2,3611000,-4768.602184844701
MADDPG,2,3616000,-4800.201355863749
MADDPG,2,3621000,-4767.773927541306
MADDPG,2,3626000,-4811.965208610119
MADDPG,2,3631000,-4760.848541991178
MADDPG,2,3636000,-4806.985037854576
MADDPG,2,3641000,-4817.855058397877
MADDPG,2,3646000,-4791.265042919606
MADDPG,2,3651000,-4810.530950473141
MADDPG,2,3656000,-4788.250981383862
MADDPG,2,3661000,-4825.121225353175
MADDPG,2,3666000,-4822.642648800894
MADDPG,2,3671000,-4833.701494739309
MADDPG,2,3676000,-4791.305673674512
MADDPG,2,3681000,-4826.715381634828
MADDPG,2,3686000,-4782.9167923349405
MADDPG,2,3691000,-4804.03156791352
MADDPG,2,3696000,-4760.781482203169
MADDPG,2,3701000,-4768.802507594677
MADDPG,2,3706000,-4792.226209859085
MADDPG,2,3711000,-4764.280913025313
MADDPG,2,3716000,-4769.024100853328
MADDPG,2,3721000,-4786.992657975462
MADDPG,2,3726000,-4818.388041105336
MADDPG,2,3731000,-4825.619747936861
MADDPG,2,3736000,-4775.651583059062
MADDPG,2,3741000,-4794.832930086509
MADDPG,2,3746000,-4772.497846086721
MADDPG,2,3751000,-4757.328099286315
MADDPG,2,3756000,-4790.408131638368
MADDPG,2,3761000,-4777.939495190223
MADDPG,2,3766000,-4786.215068770178
MADDPG,2,3771000,-4772.193882024048
MADDPG,2,3776000,-4835.96166787435
MADDPG,2,3781000,-4777.718127620708
MADDPG,2,3786000,-4806.727218800953
MADDPG,2,3791000,-4745.733155713265
MADDPG,2,3796000,-4796.509906919548
MADDPG,2,3801000,-4831.861411544619
MADDPG,2,3806000,-4776.342052537669
MADDPG,2,3811000,-4800.346320307857
MADDPG,2,3816000,-4742.155314403816
MADDPG,2,3821000,-4789.097783522664
MADDPG,2,3826000,-4775.689172787406
MADDPG,2,3831000,-4781.670770091648
MADDPG,2,3836000,-4806.55124381795
MADDPG,2,3841000,-4811.876131023446
MADDPG,2,3846000,-4772.032595490348
MADDPG,2,3851000,-4787.28453744022
MADDPG,2,3856000,-4722.116270924687
MADDPG,2,3861000,-4755.797163967785
MADDPG,2,3866000,-4800.289036569725
MADDPG,2,3871000,-4774.662864299513
MADDPG,2,3876000,-4815.842849970727
MADDPG,2,3881000,-4783.6440533073255
MADDPG,2,3886000,-4793.437415267049
MADDPG,2,3891000,-4764.266298400629
MADDPG,2,3896000,-4816.148135863061
MADDPG,2,3901000,-4792.506480558603
MADDPG,2,3906000,-4808.101166454695
MADDPG,2,3911000,-4825.229115871
MADDPG,2,3916000,-4800.623208302587
MADDPG,2,3921000,-4776.852860773446
MADDPG,2,3926000,-4817.4005081866735
MADDPG,2,3931000,-4816.177270285672
MADDPG,2,3936000,-4770.762853058071
MADDPG,2,3941000,-4764.47921851745
MADDPG,2,3946000,-4800.11743568831
MADDPG,2,3951000,-4763.444371360672
MADDPG,2,3956000,-4773.112065940152
MADDPG,2,3961000,-4807.79356039796
MADDPG,2,3966000,-4768.093671210355
MADDPG,2,3971000,-4814.016625916452
MADDPG,2,3976000,-4757.511689889304
MADDPG,2,3981000,-4799.415435916066
MADDPG,2,3986000,-4803.727280646596
MADDPG,2,3991000,-4822.0433899940335
MADDPG,2,3996000,-4812.86221593278
MADDPG,2,4001000,-4745.257362465399
MADDPG,2,4006000,-4745.125675609105
MADDPG,2,4011000,-4815.417808057433
MADDPG,2,4016000,-4762.93119293106
MADDPG,2,4021000,-4769.104854344488
MADDPG,2,4026000,-4787.82018843911
MADDPG,2,4031000,-4795.167412145107
MADDPG,2,4036000,-4813.0248830833225
MADDPG,2,4041000,-4818.881401717
MADDPG,2,4046000,-4797.085605862898
MADDPG,2,4051000,-4780.546628573277
MADDPG,2,4056000,-4753.9803147000575
MADDPG,2,4061000,-4792.745424019715
MADDPG,2,4066000,-4790.442251641502
MADDPG,2,4071000,-4790.446284462466
MADDPG,2,4076000,-4823.698063869742
MADDPG,2,4081000,-4778.562458135092
MADDPG,2,4086000,-4740.207356279463
MADDPG,2,4091000,-4777.672856602501
MADDPG,2,4096000,-4764.343689419924
MADDPG,2,4101000,-4779.706155515441
MADDPG,2,4106000,-4777.539356750725
MADDPG,2,4111000,-4791.600724321846
MADDPG,2,4116000,-4759.511172136504
MADDPG,2,4121000,-4778.31378445718
MADDPG,2,4126000,-4806.095903379358
MADDPG,2,4131000,-4809.5362247073335
MADDPG,2,4136000,-4843.192329018479
MADDPG,2,4141000,-4781.607304494316
MADDPG,2,4146000,-4776.714215689583
MADDPG,2,4151000,-4776.346261400089
MADDPG,2,4156000,-4784.992962364254
MADDPG,2,4161000,-4795.550346652361
MADDPG,2,4166000,-4778.302087252788
MADDPG,2,4171000,-4769.44710437485
MADDPG,2,4176000,-4815.896271934683
MADDPG,2,4181000,-4802.421294624278
MADDPG,2,4186000,-4817.843298684165
MADDPG,2,4191000,-4848.944085693788
MADDPG,2,4196000,-4838.485588524442
MADDPG,2,4201000,-4800.872781443397
MADDPG,2,4206000,-4822.149413818971
MADDPG,2,4211000,-4809.085711559202
MADDPG,2,4216000,-4781.022567750471
MADDPG,2,4221000,-4798.980503929993
MADDPG,2,4226000,-4760.568973533354
MADDPG,2,4231000,-4811.750228266371
MADDPG,2,4236000,-4796.322416477094
MADDPG,2,4241000,-4784.158862321844
MADDPG,2,4246000,-4769.630837407673
MADDPG,2,4251000,-4781.507714141514
MADDPG,2,4256000,-4781.140719923172
MADDPG,2,4261000,-4784.633630565074
MADDPG,2,4266000,-4737.9323546854885
MADDPG,2,4271000,-4794.1817721344805
MADDPG,2,4276000,-4785.294954595755
MADDPG,2,4281000,-4791.225367406416
MADDPG,2,4286000,-4764.678596498695
MADDPG,2,4291000,-4797.667628570871
MADDPG,2,4296000,-4803.442791429445
MADDPG,2,4301000,-4805.027951905005
MADDPG,2,4306000,-4783.4700459492615
MADDPG,2,4311000,-4784.595943578833
MADDPG,2,4316000,-4805.274021744368
MADDPG,2,4321000,-4789.293512433071
MADDPG,2,4326000,-4815.037073990651
MADDPG,2,4331000,-4796.280628709821
MADDPG,2,4336000,-4780.032884479675
MADDPG,2,4341000,-4761.076049564119
MADDPG,2,4346000,-4771.372019450341
MADDPG,2,4351000,-4766.639468061889
MADDPG,2,4356000,-4788.9910984390135
MADDPG,2,4361000,-4782.068057539112
MADDPG,2,4366000,-4800.41824854954
MADDPG,2,4371000,-4771.749382496169
MADDPG,2,4376000,-4775.246029509928
MADDPG,2,4381000,-4777.389074425292
MADDPG,2,4386000,-4770.536670803922
MADDPG,2,4391000,-4808.48445655966
MADDPG,2,4396000,-4768.1467065883935
MADDPG,2,4401000,-4798.829306411261
MADDPG,2,4406000,-4766.290184574411
MADDPG,2,4411000,-4778.789009055643
MADDPG,2,4416000,-4768.61101529844
MADDPG,2,4421000,-4808.620840296348
MADDPG,2,4426000,-4785.350838472536
MADDPG,2,4431000,-4764.275498483544
MADDPG,2,4436000,-4811.468016953083
MADDPG,2,4441000,-4810.194201124119
MADDPG,2,4446000,-4787.2345943430655
MADDPG,2,4451000,-4821.773608648207
MADDPG,2,4456000,-4843.844143455989
MADDPG,2,4461000,-4767.391438430488
MADDPG,2,4466000,-4787.918490219851
MADDPG,2,4471000,-4791.112436523691
MADDPG,2,4476000,-4785.430204995139
MADDPG,2,4481000,-4777.955503809863
MADDPG,2,4486000,-4759.2438415887045
MADDPG,2,4491000,-4770.118509225996
MADDPG,2,4496000,-4807.652199076045
MADDPG,2,4501000,-4819.08623417053
MADDPG,2,4506000,-4782.123200306904
MADDPG,2,4511000,-4804.095366892631
MADDPG,2,4516000,-4755.195246204162
MADDPG,2,4521000,-4767.0515036644265
MADDPG,2,4526000,-4807.316889370623
MADDPG,2,4531000,-4810.84368327448
MADDPG,2,4536000,-4801.883498477803
MADDPG,2,4541000,-4783.3418951872245
MADDPG,2,4546000,-4764.59693680205
MADDPG,2,4551000,-4789.175179435496
MADDPG,2,4556000,-4814.4734028141165
MADDPG,2,4561000,-4794.152501088917
MADDPG,2,4566000,-4781.358601565729
MADDPG,2,4571000,-4796.231193013553
MADDPG,2,4576000,-4799.417536379959
MADDPG,2,4581000,-4763.991411850106
MADDPG,2,4586000,-4775.615020003724
MADDPG,2,4591000,-4805.563527499678
MADDPG,2,4596000,-4789.870338719634
MADDPG,2,4601000,-4805.112800213279
MADDPG,2,4606000,-4809.143392945392
MADDPG,2,4611000,-4840.39507830941
MADDPG,2,4616000,-4811.78548682599
MADDPG,2,4621000,-4798.736309417944
MADDPG,2,4626000,-4773.817966911383
MADDPG,2,4631000,-4795.295269614543
MADDPG,2,4636000,-4814.976716720396
MADDPG,2,4641000,-4772.182207408822
MADDPG,2,4646000,-4800.114107975289
MADDPG,2,4651000,-4785.327306619509
MADDPG,2,4656000,-4809.150281801017
MADDPG,2,4661000,-4770.874174063514
MADDPG,2,4666000,-4793.68385008427
MADDPG,2,4671000,-4793.128615950363
MADDPG,2,4676000,-4795.304312689708
MADDPG,2,4681000,-4785.466869511844
MADDPG,2,4686000,-4798.486480820418
MADDPG,2,4691000,-4847.981422424885
MADDPG,2,4696000,-4800.198904062203
MADDPG,2,4701000,-4768.559950461972
MADDPG,2,4706000,-4783.984936848276
MADDPG,2,4711000,-4758.181586979298
